gene	chromosome	start	end	bin	TAD
BTG3	chr21	17612950	17612951	30591741	hg38_H1_2859
BTG3	chr21	17612950	17612951	30591741	hg38_H1_2859
C21ORF91	chr21	17819386	17819387	30593805	hg38_H1_2860
C21ORF91	chr21	17819386	17819387	30593805	hg38_H1_2860
C21ORF91	chr21	17819386	17819387	30593805	hg38_H1_2860
C21ORF91-OT1	chr21	17792509	17792510	30593537	hg38_H1_2860
C21ORF91-OT1	chr21	17792509	17792510	30593537	hg38_H1_2860
N/A	chr21	17885608	17885609	30594468	hg38_H1_2860
CHODL	chr21	18245874	18245875	30598070	hg38_H1_2860
CHODL	chr21	18244832	18244833	30598060	hg38_H1_2860
MIR548X	chr21	18686164	18686165	30602473	hg38_H1_2861
LINC00320	chr21	20803108	20803109	30623643	hg38_H1_2861
N/A	chr21	20803108	20803109	30623643	hg38_H1_2861
N/A	chr21	20803108	20803109	30623643	hg38_H1_2861
LINC00320	chr21	20803108	20803109	30623643	hg38_H1_2861
LINC00317	chr21	21737319	21737320	30632985	hg38_H1_2862
LINC00308	chr21	22098616	22098617	30636598	hg38_H1_2862
MIR6130	chr21	23079283	23079284	30646404	hg38_H1_2862
D21S2088E	chr21	23384835	23384836	30649460	hg38_H1_2862
AP000469.2	chr21	24321377	24321378	30658825	hg38_H1_2863
N/A	chr21	25583224	25583225	30671444	
MIR155HG	chr21	25562144	25562145	30671233	
MRPL39	chr21	25607489	25607490	30671686	
MRPL39	chr21	25607489	25607490	30671686	
MIR155	chr21	25573979	25573980	30671351	
GABPA	chr21	25734946	25734947	30672961	
GABPA	chr21	25735017	25735018	30672962	
ATP5J	chr21	25735654	25735655	30672968	
ATP5J	chr21	25735654	25735655	30672968	
ATP5J	chr21	25735654	25735655	30672968	
ATP5J	chr21	25735654	25735655	30672968	
N/A	chr21	25735654	25735655	30672968	
ADAMTS1	chr21	26845409	26845410	30684066	hg38_H1_2865
ADAMTS5	chr21	26967120	26967121	30685283	hg38_H1_2865
MIR4759	chr21	26953960	26953961	30685151	hg38_H1_2865
LINC00113	chr21	27722378	27722379	30692835	
LINC00314	chr21	28013362	28013363	30695745	hg38_H1_2866
AL035610.1	chr21	28090402	28090403	30696516	hg38_H1_2866
LINC00161	chr21	28539317	28539318	30701005	hg38_H1_2866
LINC00161	chr21	28539317	28539318	30701005	hg38_H1_2866
N6AMT1	chr21	28885373	28885374	30704465	hg38_H1_2866
N/A	chr21	28885373	28885374	30704465	hg38_H1_2866
N6AMT1	chr21	28885373	28885374	30704465	hg38_H1_2866
CCT8	chr21	29073797	29073798	30706349	hg38_H1_2867
CCT8	chr21	29073797	29073798	30706349	hg38_H1_2867
N/A	chr21	29073797	29073798	30706349	hg38_H1_2867
CCT8	chr21	29073797	29073798	30706349	hg38_H1_2867
USP16	chr21	29024616	29024617	30705858	
RWDD2B	chr21	29019364	29019365	30705805	
USP16	chr21	29024616	29024617	30705858	
USP16	chr21	29024616	29024617	30705858	
N/A	chr21	29145558	29145559	30707067	hg38_H1_2867
MAP3K7CL	chr21	29130484	29130485	30706916	hg38_H1_2867
BACH1	chr21	29298794	29298795	30708599	hg38_H1_2867
BACH1	chr21	29299415	29299416	30708606	hg38_H1_2867
N/A	chr21	29372500	29372501	30709337	hg38_H1_2867
CLDN17	chr21	30166653	30166654	30717278	hg38_H1_2867
CLDN8	chr21	30216151	30216152	30717773	hg38_H1_2867
LINC00307	chr21	30211783	30211784	30717729	hg38_H1_2867
KRTAP13-2	chr21	30372239	30372240	30719334	hg38_H1_2868
KRTAP13-1	chr21	30396073	30396074	30719572	hg38_H1_2868
KRTAP23-1	chr21	30348606	30348607	30719098	hg38_H1_2868
KRTAP26-1	chr21	30320289	30320290	30718814	hg38_H1_2868
MIR4327	chr21	30375378	30375379	30719365	hg38_H1_2868
KRTAP27-1	chr21	30337694	30337695	30718988	hg38_H1_2868
KRTAP25-1	chr21	30289514	30289515	30718507	
KRTAP24-1	chr21	30282958	30282959	30718441	
KRTAP13-3	chr21	30425912	30425913	30719871	hg38_H1_2868
KRTAP19-5	chr21	30502090	30502091	30720632	hg38_H1_2868
KRTAP19-3	chr21	30491957	30491958	30720531	hg38_H1_2868
KRTAP19-4	chr21	30497110	30497111	30720583	hg38_H1_2868
KRTAP19-2	chr21	30487348	30487349	30720485	hg38_H1_2868
KRTAP19-1	chr21	30480317	30480318	30720415	hg38_H1_2868
KRTAP13-4	chr21	30430275	30430276	30719914	hg38_H1_2868
KRTAP15-1	chr21	30440327	30440328	30720015	hg38_H1_2868
N/A	chr21	30541864	30541865	30721030	hg38_H1_2868
KRTAP19-6	chr21	30541864	30541865	30721030	hg38_H1_2868
KRTAP22-1	chr21	30601120	30601121	30721623	hg38_H1_2868
KRTAP20-2	chr21	30635263	30635264	30721964	hg38_H1_2868
KRTAP20-1	chr21	30616454	30616455	30721776	hg38_H1_2868
KRTAP19-7	chr21	30561289	30561290	30721224	hg38_H1_2868
KRTAP6-2	chr21	30598874	30598875	30721600	hg38_H1_2868
KRTAP6-1	chr21	30613904	30613905	30721751	hg38_H1_2868
KRTAP6-3	chr21	30592439	30592440	30721536	hg38_H1_2868
KRTAP20-3	chr21	30642863	30642864	30722040	hg38_H1_2868
KRTAP22-2	chr21	30590397	30590398	30721515	hg38_H1_2868
N/A	chr21	30620626	30620627	30721818	hg38_H1_2868
KRTAP21-1	chr21	30755378	30755379	30723165	hg38_H1_2868
KRTAP21-2	chr21	30747202	30747203	30723084	hg38_H1_2868
KRTAP21-3	chr21	30718777	30718778	30722799	hg38_H1_2868
KRTAP7-1	chr21	30829732	30829733	30723909	hg38_H1_2868
KRTAP8-1	chr21	30813252	30813253	30723744	hg38_H1_2868
KRTAP11-1	chr21	30881555	30881556	30724427	hg38_H1_2868
KRTAP19-8	chr21	31038476	31038477	30725996	hg38_H1_2868
SOD1	chr21	31659621	31659622	30732208	hg38_H1_2869
N/A	chr21	32086295	32086296	30736474	hg38_H1_2870
MRAP	chr21	32291812	32291813	30738530	hg38_H1_2871
MRAP	chr21	32291812	32291813	30738530	hg38_H1_2871
N/A	chr21	32291812	32291813	30738530	hg38_H1_2871
MIS18A	chr21	32279065	32279066	30738402	hg38_H1_2871
URB1-AS1	chr21	32393132	32393133	30739543	hg38_H1_2871
SNORA80A	chr21	32377322	32377323	30739385	hg38_H1_2871
TCP10L	chr21	32585535	32585536	30741467	hg38_H1_2871
N/A	chr21	32612603	32612604	30741738	hg38_H1_2871
C21ORF59	chr21	32612608	32612609	30741738	hg38_H1_2871
PAXBP1-AS1	chr21	32728113	32728114	30742893	hg38_H1_2872
PAXBP1-AS1	chr21	32728113	32728114	30742893	hg38_H1_2872
C21ORF62	chr21	32813743	32813744	30743749	hg38_H1_2872
C21ORF62	chr21	32813743	32813744	30743749	hg38_H1_2872
N/A	chr21	32772099	32772100	30743332	hg38_H1_2872
N/A	chr21	32772099	32772100	30743332	hg38_H1_2872
C21ORF62	chr21	32813743	32813744	30743749	hg38_H1_2872
OLIG2	chr21	33025907	33025908	30745871	hg38_H1_2872
OLIG1	chr21	33070143	33070144	30746313	hg38_H1_2872
N/A	chr21	33057828	33057829	30746190	hg38_H1_2872
AP000289.6	chr21	33123700	33123701	30746849	hg38_H1_2872
IFNAR2	chr21	33229894	33229895	30747910	hg38_H1_2872
N/A	chr21	33229894	33229895	30747910	hg38_H1_2872
N/A	chr21	33229894	33229895	30747910	hg38_H1_2872
N/A	chr21	33266260	33266261	30748274	hg38_H1_2872
LINC01548	chr21	33170236	33170237	30747314	hg38_H1_2872
IFNAR2	chr21	33229894	33229895	30747910	hg38_H1_2872
IFNAR2	chr21	33229894	33229895	30747910	hg38_H1_2872
N/A	chr21	33229894	33229895	30747910	hg38_H1_2872
IFNAR1	chr21	33324908	33324909	30748861	hg38_H1_2872
GART	chr21	33542889	33542890	30751040	hg38_H1_2872
GART	chr21	33542892	33542893	30751040	hg38_H1_2872
GART	chr21	33542158	33542159	30751033	hg38_H1_2872
MIR6501	chr21	33550661	33550662	30751118	hg38_H1_2872
TMEM50B	chr21	33480009	33480010	30750412	hg38_H1_2872
GART	chr21	33542158	33542159	30751033	hg38_H1_2872
DNAJC28	chr21	33491723	33491724	30750529	hg38_H1_2872
DNAJC28	chr21	33491483	33491484	30750526	hg38_H1_2872
N/A	chr21	33480009	33480010	30750412	hg38_H1_2872
CRYZL1	chr21	33641854	33641855	30752030	hg38_H1_2873
DONSON	chr21	33588708	33588709	30751499	hg38_H1_2873
ATP5O	chr21	33915854	33915855	30754770	hg38_H1_2874
N/A	chr21	33948925	33948926	30755101	hg38_H1_2874
N/A	chr21	34180676	34180677	30757418	hg38_H1_2874
LINC00310	chr21	34180676	34180677	30757418	hg38_H1_2874
KCNE1	chr21	34459604	34459605	30760208	hg38_H1_2875
KCNE1	chr21	34455809	34455810	30760170	hg38_H1_2875
KCNE1	chr21	34459604	34459605	30760208	hg38_H1_2875
N/A	chr21	34375479	34375480	30759366	hg38_H1_2874
SMIM11	chr21	34375449	34375450	30759366	hg38_H1_2874
KCNE2	chr21	34364023	34364024	30759252	hg38_H1_2874
KCNE1	chr21	34459938	34459939	30760211	hg38_H1_2875
C21ORF140	chr21	34401072	34401073	30759622	hg38_H1_2875
RCAN1	chr21	34527010	34527011	30760882	hg38_H1_2875
RCAN1	chr21	34524637	34524638	30760858	hg38_H1_2875
N/A	chr21	34525467	34525468	30760866	hg38_H1_2875
RCAN1	chr21	34525467	34525468	30760866	hg38_H1_2875
CLIC6	chr21	34669388	34669389	30762305	hg38_H1_2876
LINC01426	chr21	34745824	34745825	30763070	hg38_H1_2876
LINC01426	chr21	34745824	34745825	30763070	hg38_H1_2876
N/A	chr21	35039426	35039427	30766006	hg38_H1_2876
MIR802	chr21	35720714	35720715	30772819	hg38_H1_2876
N/A	chr21	36005319	36005320	30775665	hg38_H1_2876
N/A	chr21	36004667	36004668	30775658	hg38_H1_2876
CBR1	chr21	36069923	36069924	30776311	hg38_H1_2876
CBR1	chr21	36069923	36069924	30776311	hg38_H1_2876
CBR3	chr21	36134964	36134965	30776961	hg38_H1_2876
AP000688.14	chr21	36126640	36126641	30776878	hg38_H1_2876
CBR3-AS1	chr21	36156308	36156309	30777175	hg38_H1_2877
CBR3-AS1	chr21	36156308	36156309	30777175	hg38_H1_2877
CBR3-AS1	chr21	36156308	36156309	30777175	hg38_H1_2877
MORC3	chr21	36320188	36320189	30778813	hg38_H1_2877
CHAF1B	chr21	36385390	36385391	30779465	hg38_H1_2877
CLDN14	chr21	36480090	36480091	30780412	hg38_H1_2878
CLDN14	chr21	36480090	36480091	30780412	hg38_H1_2878
CLDN14	chr21	36542819	36542820	30781040	hg38_H1_2878
CLDN14	chr21	36466441	36466442	30780276	hg38_H1_2878
N/A	chr21	37073158	37073159	30786343	hg38_H1_2879
PIGP	chr21	37073158	37073159	30786343	hg38_H1_2879
PIGP	chr21	37072803	37072804	30786340	hg38_H1_2879
N/A	chr21	37064066	37064067	30786252	hg38_H1_2879
RIPPLY3	chr21	37006562	37006563	30785677	hg38_H1_2879
DSCR9	chr21	37208502	37208503	30787697	hg38_H1_2879
DSCR4	chr21	38121360	38121361	30796825	hg38_H1_2879
DSCR10	chr21	38206155	38206156	30797673	hg38_H1_2879
N/A	chr21	38346076	38346077	30799072	hg38_H1_2879
N/A	chr21	38768974	38768975	30803301	hg38_H1_2880
LINC00114	chr21	38773477	38773478	30803346	hg38_H1_2880
N/A	chr21	38752257	38752258	30803134	hg38_H1_2880
ETS2	chr21	38805830	38805831	30803670	hg38_H1_2880
ETS2	chr21	38805306	38805307	30803665	hg38_H1_2880
N/A	chr21	38857538	38857539	30804187	hg38_H1_2880
AF064858.7	chr21	38977774	38977775	30805389	hg38_H1_2880
PSMG1	chr21	39183514	39183515	30807447	hg38_H1_2880
PSMG1	chr21	39183514	39183515	30807447	hg38_H1_2880
N/A	chr21	39183514	39183515	30807447	hg38_H1_2880
N/A	chr21	39183514	39183515	30807447	hg38_H1_2880
BRWD1	chr21	39313786	39313787	30808749	
BRWD1-AS2	chr21	39313906	39313907	30808751	
LCA5L	chr21	39444202	39444203	30810054	
HMGN1	chr21	39349121	39349122	30809103	
WRB	chr21	39380286	39380287	30809414	
MIR6508	chr21	39447009	39447010	30810082	
WRB	chr21	39387765	39387766	30809489	
B3GALT5	chr21	39657319	39657320	30812185	hg38_H1_2881
B3GALT5	chr21	39612939	39612940	30811741	hg38_H1_2881
B3GALT5	chr21	39657319	39657320	30812185	hg38_H1_2881
N/A	chr21	39657319	39657320	30812185	hg38_H1_2881
N/A	chr21	39657319	39657320	30812185	hg38_H1_2881
B3GALT5-AS1	chr21	39612822	39612823	30811740	hg38_H1_2881
N/A	chr21	39612822	39612823	30811740	hg38_H1_2881
IGSF5	chr21	39745406	39745407	30813066	hg38_H1_2881
PCP4	chr21	39867420	39867421	30814286	hg38_H1_2881
MIR4760	chr21	40212431	40212432	30817736	hg38_H1_2882
DSCAM-AS1	chr21	40383082	40383083	30819442	hg38_H1_2882
DSCAM-AS1	chr21	40383083	40383084	30819442	hg38_H1_2882
DSCAM-AS1	chr21	40383082	40383083	30819442	hg38_H1_2882
DSCAM-AS1	chr21	40383082	40383083	30819442	hg38_H1_2882
DSCAM-IT1	chr21	40630767	40630768	30821919	hg38_H1_2882
LINC00323	chr21	41148064	41148065	30827092	
BACE2	chr21	41167800	41167801	30827290	
N/A	chr21	41185239	41185240	30827464	
MIR3197	chr21	41167556	41167557	30827287	
BACE2	chr21	41167800	41167801	30827290	
BACE2	chr21	41167800	41167801	30827290	
FAM3B	chr21	41316733	41316734	30828779	
MX2	chr21	41362022	41362023	30829232	
FAM3B	chr21	41316733	41316734	30828779	
MX1	chr21	41426030	41426031	30829872	
MX1	chr21	41432049	41432050	30829932	
TMPRSS2	chr21	41508158	41508159	30830693	
MX1	chr21	41420557	41420558	30829817	
MX1	chr21	41426030	41426031	30829872	
TMPRSS2	chr21	41508065	41508066	30830692	
MIR6814	chr21	41746841	41746842	30833080	hg38_H1_2883
RIPK4	chr21	41767089	41767090	30833282	hg38_H1_2883
LINC00112	chr21	41716435	41716436	30832776	hg38_H1_2883
LINC00479	chr21	41715775	41715776	30832769	hg38_H1_2883
C2CD2	chr21	41926690	41926691	30834878	hg38_H1_2883
ZNF295-AS1	chr21	42022003	42022004	30835832	hg38_H1_2883
ZNF295-AS1	chr21	42009193	42009194	30835703	hg38_H1_2883
ZBTB21	chr21	42010387	42010388	30835715	hg38_H1_2883
ZBTB21	chr21	42010387	42010388	30835715	hg38_H1_2883
ZBTB21	chr21	42010387	42010388	30835715	hg38_H1_2883
ZNF295-AS1	chr21	42022268	42022269	30835834	hg38_H1_2883
UMODL1-AS1	chr21	42108534	42108535	30836697	hg38_H1_2883
ABCG1	chr21	42219156	42219157	30837803	hg38_H1_2884
ABCG1	chr21	42219156	42219157	30837803	hg38_H1_2884
ABCG1	chr21	42219897	42219898	30837810	hg38_H1_2884
TFF3	chr21	42315596	42315597	30838767	hg38_H1_2884
ABCG1	chr21	42216076	42216077	30837772	hg38_H1_2884
TMPRSS3	chr21	42396091	42396092	30839572	hg38_H1_2884
TFF1	chr21	42366535	42366536	30839277	hg38_H1_2884
UBASH3A	chr21	42403861	42403862	30839650	hg38_H1_2884
TMPRSS3	chr21	42396091	42396092	30839572	hg38_H1_2884
N/A	chr21	42389149	42389150	30839503	hg38_H1_2884
TMPRSS3	chr21	42396091	42396092	30839572	hg38_H1_2884
UBASH3A	chr21	42403861	42403862	30839650	hg38_H1_2884
TFF2	chr21	42351099	42351100	30839122	hg38_H1_2884
N/A	chr21	42396846	42396847	30839580	hg38_H1_2884
UBASH3A	chr21	42403861	42403862	30839650	hg38_H1_2884
RSPH1	chr21	42496354	42496355	30840575	hg38_H1_2884
RSPH1	chr21	42496354	42496355	30840575	hg38_H1_2884
SLC37A1	chr21	42499631	42499632	30840608	hg38_H1_2884
N/A	chr21	42615095	42615096	30841762	hg38_H1_2885
N/A	chr21	42925598	42925599	30844867	hg38_H1_2886
MIR5692B	chr21	42951014	42951015	30845122	hg38_H1_2886
NDUFV3	chr21	42893267	42893268	30844544	hg38_H1_2886
NDUFV3	chr21	42893267	42893268	30844544	hg38_H1_2886
CBS	chr21	43075930	43075931	30846371	hg38_H1_2886
CBS	chr21	43076362	43076363	30846375	hg38_H1_2886
U2AF1	chr21	43107578	43107579	30846687	hg38_H1_2886
CBS	chr21	43076362	43076363	30846375	hg38_H1_2886
U2AF1	chr21	43107578	43107579	30846687	hg38_H1_2886
U2AF1	chr21	43107578	43107579	30846687	hg38_H1_2886
CRYAA	chr21	43169007	43169008	30847302	hg38_H1_2886
N/A	chr21	43362349	43362350	30849235	hg38_H1_2886
N/A	chr21	43332039	43332040	30848932	hg38_H1_2886
SIK1	chr21	43427122	43427123	30849883	hg38_H1_2886
LINC00319	chr21	43450023	43450024	30850112	hg38_H1_2886
LINC00313	chr21	43478223	43478224	30850394	hg38_H1_2886
MIR6070	chr21	43609989	43609990	30851711	hg38_H1_2886
RRP1B	chr21	43659550	43659551	30852207	hg38_H1_2886
PDXK	chr21	43719096	43719097	30852802	
CSTB	chr21	43776375	43776376	30853375	
RRP1	chr21	43789536	43789537	30853507	
AATBC	chr21	43812567	43812568	30853737	hg38_H1_2887
AGPAT3	chr21	43925397	43925398	30854865	hg38_H1_2887
C21ORF33	chr21	44133611	44133612	30856948	hg38_H1_2887
C21ORF33	chr21	44133611	44133612	30856948	hg38_H1_2887
PWP2	chr21	44107326	44107327	30856685	hg38_H1_2887
DNMT3L	chr21	44262216	44262217	30858234	hg38_H1_2887
DNMT3L	chr21	44262216	44262217	30858234	hg38_H1_2887
ICOSLG	chr21	44241004	44241005	30858022	hg38_H1_2887
AIRE	chr21	44285837	44285838	30858470	hg38_H1_2887
N/A	chr21	44241004	44241005	30858022	hg38_H1_2887
ICOSLG	chr21	44241004	44241005	30858022	hg38_H1_2887
ICOSLG	chr21	44241004	44241005	30858022	hg38_H1_2887
C21ORF2	chr21	44339402	44339403	30859006	hg38_H1_2887
C21ORF2	chr21	44339402	44339403	30859006	hg38_H1_2887
N/A	chr21	44338338	44338339	30858995	hg38_H1_2887
C21ORF2	chr21	44339402	44339403	30859006	hg38_H1_2887
N/A	chr21	44425563	44425564	30859867	hg38_H1_2887
KRTAP10-1	chr21	44540195	44540196	30861013	hg38_H1_2888
N/A	chr21	44506043	44506044	30860672	hg38_H1_2888
KRTAP10-3	chr21	44558760	44558761	30861199	hg38_H1_2888
LRRC3-AS1	chr21	44455284	44455285	30860164	hg38_H1_2887
KRTAP10-2	chr21	44551505	44551506	30861127	hg38_H1_2888
N/A	chr21	44551505	44551506	30861127	hg38_H1_2888
LRRC3	chr21	44455485	44455486	30860166	hg38_H1_2887
N/A	chr21	44517214	44517215	30860784	hg38_H1_2888
N/A	chr21	44517214	44517215	30860784	hg38_H1_2888
KRTAP10-11	chr21	44646413	44646414	30862076	hg38_H1_2888
KRTAP10-9	chr21	44627122	44627123	30861883	hg38_H1_2888
KRTAP10-10	chr21	44637355	44637356	30861985	hg38_H1_2888
KRTAP12-1	chr21	44682163	44682164	30862433	hg38_H1_2888
KRTAP12-2	chr21	44666927	44666928	30862281	hg38_H1_2888
KRTAP10-7	chr21	44600596	44600597	30861617	hg38_H1_2888
KRTAP12-4	chr21	44654659	44654660	30862158	hg38_H1_2888
KRTAP12-3	chr21	44657931	44657932	30862191	hg38_H1_2888
KRTAP10-8	chr21	44612078	44612079	30861732	hg38_H1_2888
KRTAP10-4	chr21	44573728	44573729	30861349	hg38_H1_2888
KRTAP10-5	chr21	44580604	44580605	30861418	hg38_H1_2888
KRTAP10-6	chr21	44592505	44592506	30861537	hg38_H1_2888
SUMO3	chr21	44818129	44818130	30863793	hg38_H1_2888
UBE2G2	chr21	44801836	44801837	30863630	hg38_H1_2888
KRTAP10-12	chr21	44697171	44697172	30862583	hg38_H1_2888
SUMO3	chr21	44818129	44818130	30863793	hg38_H1_2888
N/A	chr21	44801836	44801837	30863630	hg38_H1_2888
UBE2G2	chr21	44801836	44801837	30863630	hg38_H1_2888
N/A	chr21	44802240	44802241	30863634	hg38_H1_2888
ITGB2	chr21	44928873	44928874	30864900	
PTTG1IP	chr21	44873903	44873904	30864351	hg38_H1_2888
ITGB2	chr21	44921050	44921051	30864822	
ITGB2	chr21	44920962	44920963	30864821	
PTTG1IP	chr21	44873903	44873904	30864351	hg38_H1_2888
LINC01547	chr21	44939913	44939914	30865011	
N/A	chr21	44939913	44939914	30865011	
N/A	chr21	44921034	44921035	30864822	
ITGB2-AS1	chr21	44921034	44921035	30864822	
N/A	chr21	44921034	44921035	30864822	
N/A	chr21	44921034	44921035	30864822	
N/A	chr21	44921034	44921035	30864822	
N/A	chr21	44921034	44921035	30864822	
N/A	chr21	44873903	44873904	30864351	hg38_H1_2888
LINC00162	chr21	45004727	45004728	30865659	hg38_H1_2889
N/A	chr21	45073211	45073212	30866344	hg38_H1_2889
LINC00163	chr21	44994086	44994087	30865552	hg38_H1_2889
POFUT2	chr21	45287896	45287897	30868490	hg38_H1_2889
N/A	chr21	45287896	45287897	30868490	hg38_H1_2889
POFUT2	chr21	45287896	45287897	30868490	hg38_H1_2889
N/A	chr21	45288051	45288052	30868492	hg38_H1_2889
LINC00316	chr21	45341990	45341991	30869031	hg38_H1_2889
MIR6815	chr21	45478265	45478266	30870394	
COL18A1-AS2	chr21	45410065	45410066	30869712	hg38_H1_2889
COL18A1-AS1	chr21	45425070	45425071	30869862	hg38_H1_2889
COL18A1-AS1	chr21	45425040	45425041	30869862	hg38_H1_2889
SLC19A1	chr21	45534628	45534629	30870958	
SLC19A1	chr21	45542471	45542472	30871036	
SLC19A1	chr21	45542471	45542472	30871036	
AL592528.1	chr21	45836419	45836420	30873976	hg38_H1_2890
COL6A1	chr21	45981748	45981749	30875429	hg38_H1_2890
N/A	chr21	45972969	45972970	30875341	hg38_H1_2890
COL6A2	chr21	46098118	46098119	30876593	hg38_H1_2890
COL6A2	chr21	46098118	46098119	30876593	hg38_H1_2890
COL6A2	chr21	46098118	46098119	30876593	hg38_H1_2890
SPATC1L	chr21	46184459	46184460	30877456	hg38_H1_2890
LSS	chr21	46228824	46228825	30877900	hg38_H1_2890
LSS	chr21	46228824	46228825	30877900	hg38_H1_2890
LSS	chr21	46228824	46228825	30877900	hg38_H1_2890
MCM3AP-AS1	chr21	46229230	46229231	30877904	hg38_H1_2890
SPATC1L	chr21	46184459	46184460	30877456	hg38_H1_2890
LSS	chr21	46228824	46228825	30877900	hg38_H1_2890
MCM3AP-AS1	chr21	46229230	46229231	30877904	hg38_H1_2890
MCM3AP-AS1	chr21	46229230	46229231	30877904	hg38_H1_2890
MCM3AP-AS1	chr21	46229230	46229231	30877904	hg38_H1_2890
C21ORF58	chr21	46318220	46318221	30878794	hg38_H1_2890
C21ORF58	chr21	46320825	46320826	30878820	hg38_H1_2890
YBEY	chr21	46286352	46286353	30878475	hg38_H1_2890
C21ORF58	chr21	46323899	46323900	30878850	hg38_H1_2890
C21ORF58	chr21	46323857	46323858	30878850	hg38_H1_2890
C21ORF58	chr21	46323899	46323900	30878850	hg38_H1_2890
N/A	chr21	46286352	46286353	30878475	hg38_H1_2890
DIP2A-IT1	chr21	46462470	46462471	30880236	hg38_H1_2890
N/A	chr21	46635594	46635595	30881967	hg38_H1_2890
PRMT2	chr21	46635594	46635595	30881967	hg38_H1_2890
S100B	chr21	46605122	46605123	30881663	hg38_H1_2890
CENPM	chr22	41947164	41947165	30326898	
LARGE	chr22	33920428	33920429	30246631	hg38_H1_2907
N/A	chr22	41946754	41946755	30326894	
LARGE	chr22	33920428	33920429	30246631	hg38_H1_2907
KIAA1671	chr22	25027973	25027974	30157706	hg38_H1_2897
N/A	chr22	41946754	41946755	30326894	
N/A	chr22	41946754	41946755	30326894	
CENPM	chr22	41947164	41947165	30326898	
AIFM3	chr22	20965129	20965130	30117078	hg38_H1_2894
CABIN1	chr22	24011369	24011370	30147540	
AIFM3	chr22	20965129	20965130	30117078	hg38_H1_2894
RSPH14	chr22	23142054	23142055	30138847	hg38_H1_2896
TXNRD2	chr22	19941992	19941993	30106846	hg38_H1_2893
CABIN1	chr22	24011314	24011315	30147540	
AIFM3	chr22	20967158	20967159	30117098	hg38_H1_2894
CABIN1	chr22	24011314	24011315	30147540	
TXNRD2	chr22	19941992	19941993	30106846	hg38_H1_2893
MICAL3	chr22	18024559	18024560	30087672	hg38_H1_2892
N/A	chr22	20967158	20967159	30117098	hg38_H1_2894
AP1B1	chr22	29388583	29388584	30201312	hg38_H1_2902
SEZ6L	chr22	26169473	26169474	30169121	hg38_H1_2898
SEZ6L	chr22	26169473	26169474	30169121	hg38_H1_2898
N/A	chr22	30396940	30396941	30211396	
SEC14L2	chr22	30396940	30396941	30211396	
SEZ6L	chr22	26169473	26169474	30169121	hg38_H1_2898
SEC14L2	chr22	30396940	30396941	30211396	
EIF4ENIF1	chr22	31489888	31489889	30222325	hg38_H1_2904
EIF4ENIF1	chr22	31489561	31489562	30222322	hg38_H1_2904
SEC14L2	chr22	30396940	30396941	30211396	
SEZ6L	chr22	26169473	26169474	30169121	hg38_H1_2898
SEZ6L	chr22	26169473	26169474	30169121	hg38_H1_2898
TTC28	chr22	28679865	28679866	30194225	hg38_H1_2901
AP1B1	chr22	29388583	29388584	30201312	hg38_H1_2902
AP1B1	chr22	29388583	29388584	30201312	hg38_H1_2902
EIF4ENIF1	chr22	31489888	31489889	30222325	hg38_H1_2904
SEZ6L	chr22	26169473	26169474	30169121	hg38_H1_2898
TRIOBP	chr22	37746233	37746234	30284889	
MIR5096	chr22	37668025	37668026	30284107	
TRIOBP	chr22	37746233	37746234	30284889	
CACNG2	chr22	36702645	36702646	30274453	hg38_H1_2909
ENTHD1	chr22	39893790	39893791	30306364	hg38_H1_2912
TRIOBP	chr22	37696987	37696988	30284396	
APOL6	chr22	35648376	35648377	30263910	hg38_H1_2908
XPNPEP3	chr22	40857080	40857081	30315997	hg38_H1_2913
PARVB	chr22	44024276	44024277	30347669	
